"sku","name","weight","manufacturer","shoes_size","shoe_type","color","category_ids","status","price","qty","visibility","tax_class_id","description","short_description","thumbnail","small_image","image","attribute_set","websites","store","type","is_in_stock","special_price","special_from_date","special_to_date"
"S52GIAY1358311012R1030",360,0,"dollyvn",36,"Giày cao gót","Hồng","3,36,80","Hiệu lực",490000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi Ren Nơ, Chiều cao : 7cm, Chất liệu : Ren
Thanh lịch và nữ tính, giày cao gót bít mũi ren 360 sẽ là sự lựa chọn tuyệt vời cho bộ sưu tập thời trang của bạn. Điểm nhấn nơ nhỏ xinh xắn trên nền gam màu đen nhã nhặn mang lại cho bạn nét trẻ trung và duyên dáng. Kết hợp giày với đầm trắng và trang sức lấp lánh, kèm theo ví cầm tay đính kim sa, bạn sẽ thật nổi bật ở bất cứ nơi đâu.","none","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1031",360,0,"dollyvn",37,"Giày cao gót","Hồng","3,36,80","Hiệu lực",490000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi Ren Nơ, Chiều cao : 7cm, Chất liệu : Ren
Thanh lịch và nữ tính, giày cao gót bít mũi ren 360 sẽ là sự lựa chọn tuyệt vời cho bộ sưu tập thời trang của bạn. Điểm nhấn nơ nhỏ xinh xắn trên nền gam màu đen nhã nhặn mang lại cho bạn nét trẻ trung và duyên dáng. Kết hợp giày với đầm trắng và trang sức lấp lánh, kèm theo ví cầm tay đính kim sa, bạn sẽ thật nổi bật ở bất cứ nơi đâu.","none","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1032",360,0,"dollyvn",38,"Giày cao gót","Hồng","3,36,80","Hiệu lực",490000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi Ren Nơ, Chiều cao : 7cm, Chất liệu : Ren
Thanh lịch và nữ tính, giày cao gót bít mũi ren 360 sẽ là sự lựa chọn tuyệt vời cho bộ sưu tập thời trang của bạn. Điểm nhấn nơ nhỏ xinh xắn trên nền gam màu đen nhã nhặn mang lại cho bạn nét trẻ trung và duyên dáng. Kết hợp giày với đầm trắng và trang sức lấp lánh, kèm theo ví cầm tay đính kim sa, bạn sẽ thật nổi bật ở bất cứ nơi đâu.","none","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1033",360,0,"dollyvn",39,"Giày cao gót","Hồng","3,36,80","Hiệu lực",490000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi Ren Nơ, Chiều cao : 7cm, Chất liệu : Ren
Thanh lịch và nữ tính, giày cao gót bít mũi ren 360 sẽ là sự lựa chọn tuyệt vời cho bộ sưu tập thời trang của bạn. Điểm nhấn nơ nhỏ xinh xắn trên nền gam màu đen nhã nhặn mang lại cho bạn nét trẻ trung và duyên dáng. Kết hợp giày với đầm trắng và trang sức lấp lánh, kèm theo ví cầm tay đính kim sa, bạn sẽ thật nổi bật ở bất cứ nơi đâu.","none","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1034",360,0,"dollyvn",40,"Giày cao gót","Hồng","3,36,80","Hiệu lực",490000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi Ren Nơ, Chiều cao : 7cm, Chất liệu : Ren
Thanh lịch và nữ tính, giày cao gót bít mũi ren 360 sẽ là sự lựa chọn tuyệt vời cho bộ sưu tập thời trang của bạn. Điểm nhấn nơ nhỏ xinh xắn trên nền gam màu đen nhã nhặn mang lại cho bạn nét trẻ trung và duyên dáng. Kết hợp giày với đầm trắng và trang sức lấp lánh, kèm theo ví cầm tay đính kim sa, bạn sẽ thật nổi bật ở bất cứ nơi đâu.","none","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","/H/giay/3f951f_14883e031c8aaa7453c903350852c674.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1035",360,0,"dollyvn",34,"Giày cao gót","Đen","3,36,80","Hiệu lực",490000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi Ren Nơ, Chiều cao : 7cm, Chất liệu : Ren
Thanh lịch và nữ tính, giày cao gót bít mũi ren 360 sẽ là sự lựa chọn tuyệt vời cho bộ sưu tập thời trang của bạn. Điểm nhấn nơ nhỏ xinh xắn trên nền gam màu đen nhã nhặn mang lại cho bạn nét trẻ trung và duyên dáng. Kết hợp giày với đầm trắng và trang sức lấp lánh, kèm theo ví cầm tay đính kim sa, bạn sẽ thật nổi bật ở bất cứ nơi đâu.","none","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1036",360,0,"dollyvn",35,"Giày cao gót","Đen","3,36,80","Hiệu lực",490000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi Ren Nơ, Chiều cao : 7cm, Chất liệu : Ren
Thanh lịch và nữ tính, giày cao gót bít mũi ren 360 sẽ là sự lựa chọn tuyệt vời cho bộ sưu tập thời trang của bạn. Điểm nhấn nơ nhỏ xinh xắn trên nền gam màu đen nhã nhặn mang lại cho bạn nét trẻ trung và duyên dáng. Kết hợp giày với đầm trắng và trang sức lấp lánh, kèm theo ví cầm tay đính kim sa, bạn sẽ thật nổi bật ở bất cứ nơi đâu.","none","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1037",360,0,"dollyvn",36,"Giày cao gót","Đen","3,36,80","Hiệu lực",490000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi Ren Nơ, Chiều cao : 7cm, Chất liệu : Ren
Thanh lịch và nữ tính, giày cao gót bít mũi ren 360 sẽ là sự lựa chọn tuyệt vời cho bộ sưu tập thời trang của bạn. Điểm nhấn nơ nhỏ xinh xắn trên nền gam màu đen nhã nhặn mang lại cho bạn nét trẻ trung và duyên dáng. Kết hợp giày với đầm trắng và trang sức lấp lánh, kèm theo ví cầm tay đính kim sa, bạn sẽ thật nổi bật ở bất cứ nơi đâu.","none","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1038",360,0,"dollyvn",37,"Giày cao gót","Đen","3,36,80","Hiệu lực",490000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi Ren Nơ, Chiều cao : 7cm, Chất liệu : Ren
Thanh lịch và nữ tính, giày cao gót bít mũi ren 360 sẽ là sự lựa chọn tuyệt vời cho bộ sưu tập thời trang của bạn. Điểm nhấn nơ nhỏ xinh xắn trên nền gam màu đen nhã nhặn mang lại cho bạn nét trẻ trung và duyên dáng. Kết hợp giày với đầm trắng và trang sức lấp lánh, kèm theo ví cầm tay đính kim sa, bạn sẽ thật nổi bật ở bất cứ nơi đâu.","none","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1039",360,0,"dollyvn",38,"Giày cao gót","Đen","3,36,80","Hiệu lực",490000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi Ren Nơ, Chiều cao : 7cm, Chất liệu : Ren
Thanh lịch và nữ tính, giày cao gót bít mũi ren 360 sẽ là sự lựa chọn tuyệt vời cho bộ sưu tập thời trang của bạn. Điểm nhấn nơ nhỏ xinh xắn trên nền gam màu đen nhã nhặn mang lại cho bạn nét trẻ trung và duyên dáng. Kết hợp giày với đầm trắng và trang sức lấp lánh, kèm theo ví cầm tay đính kim sa, bạn sẽ thật nổi bật ở bất cứ nơi đâu.","none","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1040",360,0,"dollyvn",39,"Giày cao gót","Đen","3,36,80","Hiệu lực",490000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi Ren Nơ, Chiều cao : 7cm, Chất liệu : Ren
Thanh lịch và nữ tính, giày cao gót bít mũi ren 360 sẽ là sự lựa chọn tuyệt vời cho bộ sưu tập thời trang của bạn. Điểm nhấn nơ nhỏ xinh xắn trên nền gam màu đen nhã nhặn mang lại cho bạn nét trẻ trung và duyên dáng. Kết hợp giày với đầm trắng và trang sức lấp lánh, kèm theo ví cầm tay đính kim sa, bạn sẽ thật nổi bật ở bất cứ nơi đâu.","none","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1041",360,0,"dollyvn",40,"Giày cao gót","Đen","3,36,80","Hiệu lực",490000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi Ren Nơ, Chiều cao : 7cm, Chất liệu : Ren
Thanh lịch và nữ tính, giày cao gót bít mũi ren 360 sẽ là sự lựa chọn tuyệt vời cho bộ sưu tập thời trang của bạn. Điểm nhấn nơ nhỏ xinh xắn trên nền gam màu đen nhã nhặn mang lại cho bạn nét trẻ trung và duyên dáng. Kết hợp giày với đầm trắng và trang sức lấp lánh, kèm theo ví cầm tay đính kim sa, bạn sẽ thật nổi bật ở bất cứ nơi đâu.","none","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","/H/giay/3f951f_0bd6e01de8db8ccf5e185463c55f627b.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1042",356,0,"dollyvn",34,"Giày cao gót","Hồng da","3,36,80","Hiệu lực",695000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !","none","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1043",356,0,"dollyvn",35,"Giày cao gót","Hồng da","3,36,80","Hiệu lực",695000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !","none","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1044",356,0,"dollyvn",36,"Giày cao gót","Hồng da","3,36,80","Hiệu lực",695000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !","none","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1045",356,0,"dollyvn",37,"Giày cao gót","Hồng da","3,36,80","Hiệu lực",695000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !","none","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1046",356,0,"dollyvn",38,"Giày cao gót","Hồng da","3,36,80","Hiệu lực",695000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !","none","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1047",356,0,"dollyvn",39,"Giày cao gót","Hồng da","3,36,80","Hiệu lực",695000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !","none","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1048",356,0,"dollyvn",40,"Giày cao gót","Hồng da","3,36,80","Hiệu lực",695000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !","none","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1049",356,0,"dollyvn",34,"Giày cao gót","Mint","3,36,80","Hiệu lực",695000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !","none","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1050",356,0,"dollyvn",35,"Giày cao gót","Mint","3,36,80","Hiệu lực",695000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !","none","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1051",356,0,"dollyvn",36,"Giày cao gót","Mint","3,36,80","Hiệu lực",695000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !","none","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1052",356,0,"dollyvn",37,"Giày cao gót","Mint","3,36,80","Hiệu lực",695000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !","none","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1053",356,0,"dollyvn",38,"Giày cao gót","Mint","3,36,80","Hiệu lực",695000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !","none","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1054",356,0,"dollyvn",39,"Giày cao gót","Mint","3,36,80","Hiệu lực",695000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !","none","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1055",356,0,"dollyvn",40,"Giày cao gót","Mint","3,36,80","Hiệu lực",695000,10,"Catalog, Search","None","Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !","none","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","/H/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1056",359,0,"dollyvn",34,"Giày búp bê","Vàng","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Nơ Xếp
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.","none","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1057",359,0,"dollyvn",35,"Giày búp bê","Vàng","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.","none","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1058",359,0,"dollyvn",36,"Giày búp bê","Vàng","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.","none","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1059",359,0,"dollyvn",37,"Giày búp bê","Vàng","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.","none","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","Giay","base","admin","simple",1,,,
