"sku","name","weight","manufacturer","shoes_size","shoe_type","color","category_ids","status","price","qty","visibility","tax_class_id","description","short_description","thumbnail","small_image","image","attribute_set","websites","store","type","is_in_stock","special_price","special_from_date","special_to_date"
"S52GIAY1358311012R1060",359,0,"dollyvn",38,"Giày búp bê","Vàng","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.","none","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1061",359,0,"dollyvn",39,"Giày búp bê","Vàng","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.","none","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1062",359,0,"dollyvn",40,"Giày búp bê","Vàng","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.","none","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1063",359,0,"dollyvn",34,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.","none","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1064",359,0,"dollyvn",35,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.","none","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1065",359,0,"dollyvn",36,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.","none","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1066",359,0,"dollyvn",37,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.","none","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1067",359,0,"dollyvn",38,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.","none","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1068",359,0,"dollyvn",39,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.","none","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1069",359,0,"dollyvn",40,"Giày búp bê","Đen","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.","none","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","/H/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1070",358,0,"dollyvn",34,"Giày búp bê","Da beo","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Vá Mũi Da Beo
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Thanh lịch và xinh xắn, giày búp bê 358 sẽ là sự lựa chọn lý tưởng cho những bạn gái yêu thích sự đơn giản. Với điểm nhấn duy nhất là tông màu da beo, bạn gái sẽ có vẻ ngoài tươi trẻ và sành điệu cùng đôi giày này. Hãy kết hợp với những bộ cánh nhẹ nhàng kèm theo phụ kiện cá tính để bạn thật nổi bật khi đi dạo phố .","none","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1071",358,0,"dollyvn",35,"Giày búp bê","Da beo","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Vá Mũi Da Beo
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Thanh lịch và xinh xắn, giày búp bê 358 sẽ là sự lựa chọn lý tưởng cho những bạn gái yêu thích sự đơn giản. Với điểm nhấn duy nhất là tông màu da beo, bạn gái sẽ có vẻ ngoài tươi trẻ và sành điệu cùng đôi giày này. Hãy kết hợp với những bộ cánh nhẹ nhàng kèm theo phụ kiện cá tính để bạn thật nổi bật khi đi dạo phố .","none","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1072",358,0,"dollyvn",36,"Giày búp bê","Da beo","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Vá Mũi Da Beo
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Thanh lịch và xinh xắn, giày búp bê 358 sẽ là sự lựa chọn lý tưởng cho những bạn gái yêu thích sự đơn giản. Với điểm nhấn duy nhất là tông màu da beo, bạn gái sẽ có vẻ ngoài tươi trẻ và sành điệu cùng đôi giày này. Hãy kết hợp với những bộ cánh nhẹ nhàng kèm theo phụ kiện cá tính để bạn thật nổi bật khi đi dạo phố .","none","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1073",358,0,"dollyvn",37,"Giày búp bê","Da beo","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Vá Mũi Da Beo
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Thanh lịch và xinh xắn, giày búp bê 358 sẽ là sự lựa chọn lý tưởng cho những bạn gái yêu thích sự đơn giản. Với điểm nhấn duy nhất là tông màu da beo, bạn gái sẽ có vẻ ngoài tươi trẻ và sành điệu cùng đôi giày này. Hãy kết hợp với những bộ cánh nhẹ nhàng kèm theo phụ kiện cá tính để bạn thật nổi bật khi đi dạo phố .","none","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1074",358,0,"dollyvn",38,"Giày búp bê","Da beo","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Vá Mũi Da Beo
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Thanh lịch và xinh xắn, giày búp bê 358 sẽ là sự lựa chọn lý tưởng cho những bạn gái yêu thích sự đơn giản. Với điểm nhấn duy nhất là tông màu da beo, bạn gái sẽ có vẻ ngoài tươi trẻ và sành điệu cùng đôi giày này. Hãy kết hợp với những bộ cánh nhẹ nhàng kèm theo phụ kiện cá tính để bạn thật nổi bật khi đi dạo phố .","none","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1075",358,0,"dollyvn",39,"Giày búp bê","Da beo","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Vá Mũi Da Beo
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Thanh lịch và xinh xắn, giày búp bê 358 sẽ là sự lựa chọn lý tưởng cho những bạn gái yêu thích sự đơn giản. Với điểm nhấn duy nhất là tông màu da beo, bạn gái sẽ có vẻ ngoài tươi trẻ và sành điệu cùng đôi giày này. Hãy kết hợp với những bộ cánh nhẹ nhàng kèm theo phụ kiện cá tính để bạn thật nổi bật khi đi dạo phố .","none","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1076",358,0,"dollyvn",40,"Giày búp bê","Da beo","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Vá Mũi Da Beo
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Thanh lịch và xinh xắn, giày búp bê 358 sẽ là sự lựa chọn lý tưởng cho những bạn gái yêu thích sự đơn giản. Với điểm nhấn duy nhất là tông màu da beo, bạn gái sẽ có vẻ ngoài tươi trẻ và sành điệu cùng đôi giày này. Hãy kết hợp với những bộ cánh nhẹ nhàng kèm theo phụ kiện cá tính để bạn thật nổi bật khi đi dạo phố .","none","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","/H/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1077",342,0,"dollyvn",34,"Giày búp bê","Trắng","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Viền Cốp Cạnh
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Với sắc trắng tinh khôi được viền xanh coban cốp cạnh , 342 thật đáng yêu và thích hợp cùng các bạn gái đến bất cứ nơi đâu. Kết hợp cùng quần jean áo thun đơn giản cũng đủ để bạn thật nổi bật với 342.","none","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1078",342,0,"dollyvn",35,"Giày búp bê","Trắng","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Viền Cốp Cạnh
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Với sắc trắng tinh khôi được viền xanh coban cốp cạnh , 342 thật đáng yêu và thích hợp cùng các bạn gái đến bất cứ nơi đâu. Kết hợp cùng quần jean áo thun đơn giản cũng đủ để bạn thật nổi bật với 342.","none","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1079",342,0,"dollyvn",36,"Giày búp bê","Trắng","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Viền Cốp Cạnh
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Với sắc trắng tinh khôi được viền xanh coban cốp cạnh , 342 thật đáng yêu và thích hợp cùng các bạn gái đến bất cứ nơi đâu. Kết hợp cùng quần jean áo thun đơn giản cũng đủ để bạn thật nổi bật với 342.","none","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1080",342,0,"dollyvn",37,"Giày búp bê","Trắng","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Viền Cốp Cạnh
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Với sắc trắng tinh khôi được viền xanh coban cốp cạnh , 342 thật đáng yêu và thích hợp cùng các bạn gái đến bất cứ nơi đâu. Kết hợp cùng quần jean áo thun đơn giản cũng đủ để bạn thật nổi bật với 342.","none","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1081",342,0,"dollyvn",38,"Giày búp bê","Trắng","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Viền Cốp Cạnh
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Với sắc trắng tinh khôi được viền xanh coban cốp cạnh , 342 thật đáng yêu và thích hợp cùng các bạn gái đến bất cứ nơi đâu. Kết hợp cùng quần jean áo thun đơn giản cũng đủ để bạn thật nổi bật với 342.","none","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1082",342,0,"dollyvn",39,"Giày búp bê","Trắng","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Viền Cốp Cạnh
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Với sắc trắng tinh khôi được viền xanh coban cốp cạnh , 342 thật đáng yêu và thích hợp cùng các bạn gái đến bất cứ nơi đâu. Kết hợp cùng quần jean áo thun đơn giản cũng đủ để bạn thật nổi bật với 342.","none","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1083",342,0,"dollyvn",40,"Giày búp bê","Trắng","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Viền Cốp Cạnh
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Với sắc trắng tinh khôi được viền xanh coban cốp cạnh , 342 thật đáng yêu và thích hợp cùng các bạn gái đến bất cứ nơi đâu. Kết hợp cùng quần jean áo thun đơn giản cũng đủ để bạn thật nổi bật với 342.","none","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","/H/giay/3f951f_3716164a25ca8a82b8ac153785cdab31.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1084",342,0,"dollyvn",34,"Giày búp bê","Cam","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Viền Cốp Cạnh
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Với sắc trắng tinh khôi được viền xanh coban cốp cạnh , 342 thật đáng yêu và thích hợp cùng các bạn gái đến bất cứ nơi đâu. Kết hợp cùng quần jean áo thun đơn giản cũng đủ để bạn thật nổi bật với 342.","none","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1085",342,0,"dollyvn",35,"Giày búp bê","Cam","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Viền Cốp Cạnh
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Với sắc trắng tinh khôi được viền xanh coban cốp cạnh , 342 thật đáng yêu và thích hợp cùng các bạn gái đến bất cứ nơi đâu. Kết hợp cùng quần jean áo thun đơn giản cũng đủ để bạn thật nổi bật với 342.","none","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1086",342,0,"dollyvn",36,"Giày búp bê","Cam","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Viền Cốp Cạnh
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Với sắc trắng tinh khôi được viền xanh coban cốp cạnh , 342 thật đáng yêu và thích hợp cùng các bạn gái đến bất cứ nơi đâu. Kết hợp cùng quần jean áo thun đơn giản cũng đủ để bạn thật nổi bật với 342.","none","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1087",342,0,"dollyvn",37,"Giày búp bê","Cam","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Viền Cốp Cạnh
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Với sắc trắng tinh khôi được viền xanh coban cốp cạnh , 342 thật đáng yêu và thích hợp cùng các bạn gái đến bất cứ nơi đâu. Kết hợp cùng quần jean áo thun đơn giản cũng đủ để bạn thật nổi bật với 342.","none","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1088",342,0,"dollyvn",38,"Giày búp bê","Cam","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Viền Cốp Cạnh
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Với sắc trắng tinh khôi được viền xanh coban cốp cạnh , 342 thật đáng yêu và thích hợp cùng các bạn gái đến bất cứ nơi đâu. Kết hợp cùng quần jean áo thun đơn giản cũng đủ để bạn thật nổi bật với 342.","none","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1089",342,0,"dollyvn",39,"Giày búp bê","Cam","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Viền Cốp Cạnh
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Với sắc trắng tinh khôi được viền xanh coban cốp cạnh , 342 thật đáng yêu và thích hợp cùng các bạn gái đến bất cứ nơi đâu. Kết hợp cùng quần jean áo thun đơn giản cũng đủ để bạn thật nổi bật với 342.","none","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1090",342,0,"dollyvn",40,"Giày búp bê","Cam","3,36,80","Hiệu lực",355000,10,"Catalog, Search","None","Tên : Búp Bê Viền Cốp Cạnh
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Với sắc trắng tinh khôi được viền xanh coban cốp cạnh , 342 thật đáng yêu và thích hợp cùng các bạn gái đến bất cứ nơi đâu. Kết hợp cùng quần jean áo thun đơn giản cũng đủ để bạn thật nổi bật với 342.","none","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","/H/giay/3f951f_5eded906d7f75d14c80949fa1ed4270c.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1091",333,0,"dollyvn",34,"Giày đế xuồng","Đen","3,36,80","Hiệu lực",450000,10,"Catalog, Search","None","Tên : Giày Đế Xuồng Bít Gót Sọc
Chiều cao : 7 cm
Chất liệu : Da tổng hợp
Đôi 333 là đôi giày sẵn sàng, tiện lợi dễ mang chonhững dịp mà bạn vẫn muốn mang một chút cao gót nhưng không muốn một đôi giày quá cao.Với sắc đen sang trọng, thiết kế đế xuồng thời trang với điểm nhấn phần gót sọc chạy sọc trắng đen, 333 là sự lựa chọn hoàn hảo với xu hướng trung lập, thoải mái.","none","/H/giay/3f951f_b8254598a315bc1e41e7f14c97f6eb0e.jpg","/H/giay/3f951f_87535377b5cb17bf22c7d857b653b11c.jpg","/H/giay/3f951f_87535377b5cb17bf22c7d857b653b11c.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1092",333,0,"dollyvn",35,"Giày đế xuồng","Đen","3,36,80","Hiệu lực",450000,10,"Catalog, Search","None","Tên : Giày Đế Xuồng Bít Gót Sọc
Chiều cao : 7 cm
Chất liệu : Da tổng hợp
Đôi 333 là đôi giày sẵn sàng, tiện lợi dễ mang chonhững dịp mà bạn vẫn muốn mang một chút cao gót nhưng không muốn một đôi giày quá cao.Với sắc đen sang trọng, thiết kế đế xuồng thời trang với điểm nhấn phần gót sọc chạy sọc trắng đen, 333 là sự lựa chọn hoàn hảo với xu hướng trung lập, thoải mái.","none","/H/giay/3f951f_b8254598a315bc1e41e7f14c97f6eb0e.jpg","/H/giay/3f951f_87535377b5cb17bf22c7d857b653b11c.jpg","/H/giay/3f951f_87535377b5cb17bf22c7d857b653b11c.jpg","Giay","base","admin","simple",1,,,
"S52GIAY1358311012R1093",333,0,"dollyvn",36,"Giày đế xuồng","Đen","3,36,80","Hiệu lực",450000,10,"Catalog, Search","None","Tên : Giày Đế Xuồng Bít Gót Sọc
Chiều cao : 7 cm
Chất liệu : Da tổng hợp
Đôi 333 là đôi giày sẵn sàng, tiện lợi dễ mang chonhững dịp mà bạn vẫn muốn mang một chút cao gót nhưng không muốn một đôi giày quá cao.Với sắc đen sang trọng, thiết kế đế xuồng thời trang với điểm nhấn phần gót sọc chạy sọc trắng đen, 333 là sự lựa chọn hoàn hảo với xu hướng trung lập, thoải mái.","none","/H/giay/3f951f_b8254598a315bc1e41e7f14c97f6eb0e.jpg","/H/giay/3f951f_87535377b5cb17bf22c7d857b653b11c.jpg","/H/giay/3f951f_87535377b5cb17bf22c7d857b653b11c.jpg","Giay","base","admin","simple",1,,,
