sku,name,_store,_product_websites,_attribute_set,_type,description,color,manufacturer,material_handbag,material_shoes,price,qty,status,shirt_size,shoes_size,short_description,image,small_image,thumbnail,tax_class_id,clothing_size,weight,material,category_ids,visibility,is_in_stock,dimension,skirt_type,gender,shoe_type,_root_category,country_of_manufacture,dress_type,gallery,instruction,in_depth,media_gallery,model,size_handbag,small_image_label
S38QUAN1411311012R1023,Quần jean nam J-15,admin,base,Quan,simple,"Quần skinny ống côn, màu đen wash loang.
Chất liệu jean thun, giúp các bạn có thể hoạt động thoải mái, không gò bó.
Phù hợp với các buổi dạo phố, party, hay những buổi đi chơi quanh thành phố với bạn bè.",Đen wash,Kenfashion,,,300000,99,1,,,None,/kenfashion/vt_006_041_2.jpg,/kenfashion/vt_006_041_1.jpg,/kenfashion/vt_006_041_2.jpg,0,34,0,Jean thun,"3,37,68",4,1,,,,,muafast,,,,,,inner,,,
