sku,name,_store,_product_websites,_attribute_set,_type,description,color,manufacturer,material_handbag,material_shoes,price,qty,status,shirt_size,shoes_size,short_description,image,small_image,thumbnail,tax_class_id,clothing_size,weight,material,category_ids,visibility,is_in_stock,dimension,skirt_type,gender,shoe_type,root_category,country_of_manufacture,dress_type,gallery,instruction,in_depth,media_gallery,model,size_handbag,small_image_label
S38AO0105311012R1108,Áo khoác AK-41,admin,base,Ao,simple,"Áo khoác nỉ xát nách, túi xẻ rộng, có nón được lấy cảm hứng từ áo ghi-lê.
Thích hợp cho các bạn trẻ ưa thích sự năng động, với thiết kế đơn giản, nhẹ nhàng, tiện lợi rất phù hợp cho các hoạt động thường ngay của bạn như đi học, dạo phố, đi chơi…",Nâu da bò,Kenfashion,,,180000,99,1,,,None,/kenfashion/vt_006_024_2.jpg,/kenfashion/vt_006_024_2.jpg,/kenfashion/vt_006_024_1.jpg,0,XL,0,Nỉ,"3,37,42",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1109,Áo khoác AK-41,admin,base,Ao,simple,"Áo khoác nỉ xát nách, túi xẻ rộng, có nón được lấy cảm hứng từ áo ghi-lê.
Thích hợp cho các bạn trẻ ưa thích sự năng động, với thiết kế đơn giản, nhẹ nhàng, tiện lợi rất phù hợp cho các hoạt động thường ngay của bạn như đi học, dạo phố, đi chơi…",Nâu da bò,Kenfashion,,,180000,99,1,,,None,/kenfashion/vt_006_024_2.jpg,/kenfashion/vt_006_024_2.jpg,/kenfashion/vt_006_024_1.jpg,0,XXL,0,Nỉ,"3,37,42",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1110,Áo khoác AK-37,admin,base,Ao,simple,"Áo khoác được thiết kế theo phong cách áo khoác bóng chày, thân áo là chật liệu denim mỏng và rất mát.
Một kiểu áo khoác năng động tiện lợi nhưng cũng thể hiện được cá tính của bạn.",Như Hình,Kenfashion,,,350000,99,1,,,None,/kenfashion/vt_006_025_1.jpg,/kenfashion/vt_006_025_2.jpg,/kenfashion/vt_006_025_3.jpg,0,M,0,Denim phối kaki,"3,37,42",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1111,Áo khoác AK-37,admin,base,Ao,simple,"Áo khoác được thiết kế theo phong cách áo khoác bóng chày, thân áo là chật liệu denim mỏng và rất mát.
Một kiểu áo khoác năng động tiện lợi nhưng cũng thể hiện được cá tính của bạn.",Như Hình,Kenfashion,,,350000,99,1,,,None,/kenfashion/vt_006_025_1.jpg,/kenfashion/vt_006_025_2.jpg,/kenfashion/vt_006_025_3.jpg,0,L,0,Denim phối kaki,"3,37,42",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1112,Áo khoác AK-37,admin,base,Ao,simple,"Áo khoác được thiết kế theo phong cách áo khoác bóng chày, thân áo là chật liệu denim mỏng và rất mát.
Một kiểu áo khoác năng động tiện lợi nhưng cũng thể hiện được cá tính của bạn.",Như Hình,Kenfashion,,,350000,99,1,,,None,/kenfashion/vt_006_025_1.jpg,/kenfashion/vt_006_025_2.jpg,/kenfashion/vt_006_025_3.jpg,0,XL,0,Denim phối kaki,"3,37,42",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1113,Áo khoác Cardigan Ca-16,admin,base,Ao,simple,"Áo khoác Cardigan với chất liệu len xù mỏng,điểm nhấn độn vai da lộn.
Chất liệu len mỏng cho bạn cảm giác dễ chịu, thoải mái khi mặc, thích hợp cho các hoạt động hàng ngày.",Đen,Kenfashion,,,240000,99,1,,,None,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_2.jpg,0,M,0,Len,"3,37,42",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1114,Áo khoác Cardigan Ca-16,admin,base,Ao,simple,"Áo khoác Cardigan với chất liệu len xù mỏng,điểm nhấn độn vai da lộn.
Chất liệu len mỏng cho bạn cảm giác dễ chịu, thoải mái khi mặc, thích hợp cho các hoạt động hàng ngày.",Đen,Kenfashion,,,240000,99,1,,,None,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_2.jpg,0,L,0,Len,"3,37,42",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1115,Áo khoác Cardigan Ca-16,admin,base,Ao,simple,"Áo khoác Cardigan với chất liệu len xù mỏng,điểm nhấn độn vai da lộn.
Chất liệu len mỏng cho bạn cảm giác dễ chịu, thoải mái khi mặc, thích hợp cho các hoạt động hàng ngày.",Đen,Kenfashion,,,240000,99,1,,,None,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_2.jpg,0,XL,0,Len,"3,37,42",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1116,Áo khoác Cardigan Ca-16,admin,base,Ao,simple,"Áo khoác Cardigan với chất liệu len xù mỏng,điểm nhấn độn vai da lộn.
Chất liệu len mỏng cho bạn cảm giác dễ chịu, thoải mái khi mặc, thích hợp cho các hoạt động hàng ngày.",Trắng,Kenfashion,,,240000,99,1,,,None,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_2.jpg,0,M,0,Len,"3,37,42",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1117,Áo khoác Cardigan Ca-16,admin,base,Ao,simple,"Áo khoác Cardigan với chất liệu len xù mỏng,điểm nhấn độn vai da lộn.
Chất liệu len mỏng cho bạn cảm giác dễ chịu, thoải mái khi mặc, thích hợp cho các hoạt động hàng ngày.",Trắng,Kenfashion,,,240000,99,1,,,None,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_2.jpg,0,L,0,Len,"3,37,42",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1118,Áo khoác Cardigan Ca-16,admin,base,Ao,simple,"Áo khoác Cardigan với chất liệu len xù mỏng,điểm nhấn độn vai da lộn.
Chất liệu len mỏng cho bạn cảm giác dễ chịu, thoải mái khi mặc, thích hợp cho các hoạt động hàng ngày.",Trắng,Kenfashion,,,240000,99,1,,,None,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_2.jpg,0,XL,0,Len,"3,37,42",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1119,Áo khoác Cardigan Ca-16,admin,base,Ao,simple,"Áo khoác Cardigan với chất liệu len xù mỏng,điểm nhấn độn vai da lộn.
Chất liệu len mỏng cho bạn cảm giác dễ chịu, thoải mái khi mặc, thích hợp cho các hoạt động hàng ngày.",Xanh rêu,Kenfashion,,,240000,99,1,,,None,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_2.jpg,0,M,0,Len,"3,37,42",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1120,Áo khoác Cardigan Ca-16,admin,base,Ao,simple,"Áo khoác Cardigan với chất liệu len xù mỏng,điểm nhấn độn vai da lộn.
Chất liệu len mỏng cho bạn cảm giác dễ chịu, thoải mái khi mặc, thích hợp cho các hoạt động hàng ngày.",Xanh rêu,Kenfashion,,,240000,99,1,,,None,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_2.jpg,0,L,0,Len,"3,37,42",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1121,Áo khoác Cardigan Ca-16,admin,base,Ao,simple,"Áo khoác Cardigan với chất liệu len xù mỏng,điểm nhấn độn vai da lộn.
Chất liệu len mỏng cho bạn cảm giác dễ chịu, thoải mái khi mặc, thích hợp cho các hoạt động hàng ngày.",Xanh rêu,Kenfashion,,,240000,99,1,,,None,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_1.jpg,/kenfashion/vt_006_026_2.jpg,0,XL,0,Len,"3,37,42",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1122,Áo sơ mi SM-59,admin,base,Ao,simple,"Áo sơ mi tay dài, túi giả xếp ly, vải có thun nên co giãn, cách điệu với nón phía sau.
Một kiểu áo sơ mi đa năng với thiết kế có thể sử dụng như áo sơ mi hay cũng có thể như một chiếc áo khoác mỏng để kết hợp với áo thun đơn giản bên trong.",Đen,Kenfashion,,,200000,99,1,,,None,/kenfashion/vt_006_031_1.jpg,/kenfashion/vt_006_031_1.jpg,/kenfashion/vt_006_031_2.jpg,0,M,0,Cotton,"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1123,Áo sơ mi SM-59,admin,base,Ao,simple,"Áo sơ mi tay dài, túi giả xếp ly, vải có thun nên co giãn, cách điệu với nón phía sau.
Một kiểu áo sơ mi đa năng với thiết kế có thể sử dụng như áo sơ mi hay cũng có thể như một chiếc áo khoác mỏng để kết hợp với áo thun đơn giản bên trong.",Đen,Kenfashion,,,200000,99,1,,,None,/kenfashion/vt_006_031_1.jpg,/kenfashion/vt_006_031_1.jpg,/kenfashion/vt_006_031_2.jpg,0,L,0,Cotton,"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1124,Áo sơ mi SM-59,admin,base,Ao,simple,"Áo sơ mi tay dài, túi giả xếp ly, vải có thun nên co giãn, cách điệu với nón phía sau.
Một kiểu áo sơ mi đa năng với thiết kế có thể sử dụng như áo sơ mi hay cũng có thể như một chiếc áo khoác mỏng để kết hợp với áo thun đơn giản bên trong.",Đen,Kenfashion,,,200000,99,1,,,None,/kenfashion/vt_006_031_1.jpg,/kenfashion/vt_006_031_1.jpg,/kenfashion/vt_006_031_2.jpg,0,XL,0,Cotton,"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1125,Áo sơ mi SM-58,admin,base,Ao,simple,"Áo sơ mi tay dài, thân áo kẻ sọc ngang nổi bật.
Kiểu áo sơ mi sành điệu, chất vải cotton co giản mềm mịn, mang lại phong cách trẻ trung năng động cho bạn.",Như Hình,Kenfashion,,,200000,99,1,,,None,/kenfashion/vt_006_032_1.jpg,/kenfashion/vt_006_032_1.jpg,/kenfashion/vt_006_032_2.jpg,0,M,0,Denim phối thun,"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1126,Áo sơ mi SM-58,admin,base,Ao,simple,"Áo sơ mi tay dài, thân áo kẻ sọc ngang nổi bật.
Kiểu áo sơ mi sành điệu, chất vải cotton co giản mềm mịn, mang lại phong cách trẻ trung năng động cho bạn.",Như Hình,Kenfashion,,,200000,99,1,,,None,/kenfashion/vt_006_032_1.jpg,/kenfashion/vt_006_032_1.jpg,/kenfashion/vt_006_032_2.jpg,0,L,0,Denim phối thun,"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1127,Áo sơ mi SM-58,admin,base,Ao,simple,"Áo sơ mi tay dài, thân áo kẻ sọc ngang nổi bật.
Kiểu áo sơ mi sành điệu, chất vải cotton co giản mềm mịn, mang lại phong cách trẻ trung năng động cho bạn.",Như Hình,Kenfashion,,,200000,99,1,,,None,/kenfashion/vt_006_032_1.jpg,/kenfashion/vt_006_032_1.jpg,/kenfashion/vt_006_032_2.jpg,0,XL,0,Denim phối thun,"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1128,Áo sơ mi SM-57,admin,base,Ao,simple,"Áo sơ mi denim wash bụi, thiết kế khỏe khoắn, bụi bặm.
Thích hợp cho các bạn trai cá tính, sành điệu.",Xanh denim đậm,Kenfashion,,,280000,99,1,,,None,/kenfashion/vt_006_033_1.jpg,/kenfashion/vt_006_033_1.jpg,/kenfashion/vt_006_033_1.jpg,0,M,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1129,Áo sơ mi SM-57,admin,base,Ao,simple,"Áo sơ mi denim wash bụi, thiết kế khỏe khoắn, bụi bặm.
Thích hợp cho các bạn trai cá tính, sành điệu.",Xanh denim đậm,Kenfashion,,,280000,99,1,,,None,/kenfashion/vt_006_033_1.jpg,/kenfashion/vt_006_033_1.jpg,/kenfashion/vt_006_033_1.jpg,0,L,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1130,Áo sơ mi SM-57,admin,base,Ao,simple,"Áo sơ mi denim wash bụi, thiết kế khỏe khoắn, bụi bặm.
Thích hợp cho các bạn trai cá tính, sành điệu.",Xanh denim đậm,Kenfashion,,,280000,99,1,,,None,/kenfashion/vt_006_033_1.jpg,/kenfashion/vt_006_033_1.jpg,/kenfashion/vt_006_033_1.jpg,0,XL,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1131,Áo sơ mi SM-57,admin,base,Ao,simple,"Áo sơ mi denim wash bụi, thiết kế khỏe khoắn, bụi bặm.
Thích hợp cho các bạn trai cá tính, sành điệu.",Xanh denim nhạt,Kenfashion,,,280000,99,1,,,None,/kenfashion/vt_006_033_2.jpg,/kenfashion/vt_006_033_2.jpg,/kenfashion/vt_006_033_3.jpg,0,M,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1132,Áo sơ mi SM-57,admin,base,Ao,simple,"Áo sơ mi denim wash bụi, thiết kế khỏe khoắn, bụi bặm.
Thích hợp cho các bạn trai cá tính, sành điệu.",Xanh denim nhạt,Kenfashion,,,280000,99,1,,,None,/kenfashion/vt_006_033_2.jpg,/kenfashion/vt_006_033_2.jpg,/kenfashion/vt_006_033_3.jpg,0,L,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1133,Áo sơ mi SM-57,admin,base,Ao,simple,"Áo sơ mi denim wash bụi, thiết kế khỏe khoắn, bụi bặm, điểm nhấn là túi giả ở ngực áo.
Thích hợp cho các bạn trai cá tính, sành điệu.",Xanh denim nhạt,Kenfashion,,,280000,99,1,,,None,/kenfashion/vt_006_033_2.jpg,/kenfashion/vt_006_033_2.jpg,/kenfashion/vt_006_033_3.jpg,0,XL,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1134,Áo sơ mi SM-56,admin,base,Ao,simple,"Áo sơ mi denim wash bụi, thiết kế khỏe khoắn, bụi bặm, điểm nhấn là túi giả ở ngực áo.
Thích hợp cho các bạn trai cá tính, sành điệu.",Xanh denim đậm,Kenfashion,,,280000,99,1,,,None,/kenfashion/vt_006_034_1.jpg,/kenfashion/vt_006_034_1.jpg,/kenfashion/vt_006_034_1.jpg,0,M,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1135,Áo sơ mi SM-56,admin,base,Ao,simple,"Áo sơ mi denim wash bụi, thiết kế khỏe khoắn, bụi bặm, điểm nhấn là túi giả ở ngực áo.
Thích hợp cho các bạn trai cá tính, sành điệu.",Xanh denim đậm,Kenfashion,,,280000,99,1,,,None,/kenfashion/vt_006_034_1.jpg,/kenfashion/vt_006_034_1.jpg,/kenfashion/vt_006_034_1.jpg,0,L,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1136,Áo sơ mi SM-56,admin,base,Ao,simple,"Áo sơ mi denim wash bụi, thiết kế khỏe khoắn, bụi bặm, điểm nhấn là túi giả ở ngực áo.
Thích hợp cho các bạn trai cá tính, sành điệu.",Xanh denim đậm,Kenfashion,,,280000,99,1,,,None,/kenfashion/vt_006_034_1.jpg,/kenfashion/vt_006_034_1.jpg,/kenfashion/vt_006_034_1.jpg,0,XL,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1137,Áo sơ mi SM-56,admin,base,Ao,simple,"Áo sơ mi denim wash bụi, thiết kế khỏe khoắn, bụi bặm, điểm nhấn là túi giả ở ngực áo.
Thích hợp cho các bạn trai cá tính, sành điệu.",Xanh denim nhạt,Kenfashion,,,280000,99,1,,,None,/kenfashion/vt_006_034_2.jpg,/kenfashion/vt_006_034_2.jpg,/kenfashion/vt_006_034_3.jpg,0,M,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1138,Áo sơ mi SM-56,admin,base,Ao,simple,"Áo sơ mi denim wash bụi, thiết kế khỏe khoắn, bụi bặm, điểm nhấn là túi giả ở ngực áo.
Thích hợp cho các bạn trai cá tính, sành điệu.",Xanh denim nhạt,Kenfashion,,,280000,99,1,,,None,/kenfashion/vt_006_034_2.jpg,/kenfashion/vt_006_034_2.jpg,/kenfashion/vt_006_034_3.jpg,0,L,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1139,Áo sơ mi SM-56,admin,base,Ao,simple,"Áo sơ mi denim wash bụi, thiết kế khỏe khoắn, bụi bặm, điểm nhấn là túi giả ở ngực áo.
Thích hợp cho các bạn trai cá tính, sành điệu.",Xanh denim nhạt,Kenfashion,,,280000,99,1,,,None,/kenfashion/vt_006_034_2.jpg,/kenfashion/vt_006_034_2.jpg,/kenfashion/vt_006_034_3.jpg,0,XL,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1140,Áo sơ mi jean SM-55,admin,base,Ao,simple,"Áo sơ mi denim tay dài, với màu xanh jean 1 tông thiết kế trẻ trung, đơn giản.
Với thiết kế đơn giản, giúp bạn dễ dàng trong việc lựa chọn các trang phục phối hợp với nó.
Thích hợp cho các hoạt động thường nghày  như đi học, đi làm, đi chơi…",Xanh jean,Kenfashion,,,250000,99,1,,,None,/kenfashion/vt_006_035_2.jpg,/kenfashion/vt_006_035_2.jpg,/kenfashion/vt_006_035_2.jpg,0,M,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1141,Áo sơ mi jean SM-55,admin,base,Ao,simple,"Áo sơ mi denim tay dài, với màu xanh jean 1 tông thiết kế trẻ trung, đơn giản.
Với thiết kế đơn giản, giúp bạn dễ dàng trong việc lựa chọn các trang phục phối hợp với nó.
Thích hợp cho các hoạt động thường nghày  như đi học, đi làm, đi chơi…",Xanh jean,Kenfashion,,,250000,99,1,,,None,/kenfashion/vt_006_035_2.jpg,/kenfashion/vt_006_035_2.jpg,/kenfashion/vt_006_035_2.jpg,0,L,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1142,Áo sơ mi jean SM-55,admin,base,Ao,simple,"Áo sơ mi denim tay dài, với màu xanh jean 1 tông thiết kế trẻ trung, đơn giản.
Với thiết kế đơn giản, giúp bạn dễ dàng trong việc lựa chọn các trang phục phối hợp với nó.
Thích hợp cho các hoạt động thường nghày  như đi học, đi làm, đi chơi…",Xanh jean,Kenfashion,,,250000,99,1,,,None,/kenfashion/vt_006_035_2.jpg,/kenfashion/vt_006_035_2.jpg,/kenfashion/vt_006_035_2.jpg,0,XL,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1143,Áo sơ mi jean SM-55,admin,base,Ao,simple,"Áo sơ mi denim tay ngắn, với màu xanh jean 1 tông thiết kế trẻ trung, đơn giản.
Với thiết kế đơn giản, giúp bạn dễ dàng trong việc lựa chọn các trang phục phối hợp với nó.
Thích hợp cho các hoạt động thường nghày  như đi học, đi làm, đi chơi…",Xanh jean,Kenfashion,,,220000,99,1,,,None,/kenfashion/vt_006_035_1.jpg,/kenfashion/vt_006_035_1.jpg,/kenfashion/vt_006_035_1.jpg,0,M,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1144,Áo sơ mi jean SM-55,admin,base,Ao,simple,"Áo sơ mi denim tay ngắn, với màu xanh jean 1 tông thiết kế trẻ trung, đơn giản.
Với thiết kế đơn giản, giúp bạn dễ dàng trong việc lựa chọn các trang phục phối hợp với nó.
Thích hợp cho các hoạt động thường nghày  như đi học, đi làm, đi chơi…",Xanh jean,Kenfashion,,,220000,99,1,,,None,/kenfashion/vt_006_035_1.jpg,/kenfashion/vt_006_035_1.jpg,/kenfashion/vt_006_035_1.jpg,0,L,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1145,Áo sơ mi jean SM-55,admin,base,Ao,simple,"Áo sơ mi denim tay ngắn, với màu xanh jean 1 tông thiết kế trẻ trung, đơn giản.
Với thiết kế đơn giản, giúp bạn dễ dàng trong việc lựa chọn các trang phục phối hợp với nó.
Thích hợp cho các hoạt động thường nghày  như đi học, đi làm, đi chơi…",Xanh jean,Kenfashion,,,220000,99,1,,,None,/kenfashion/vt_006_035_1.jpg,/kenfashion/vt_006_035_1.jpg,/kenfashion/vt_006_035_1.jpg,0,XL,0,Jean (Denim),"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1146,Áo sơ mi body SM-55,admin,base,Ao,simple,"Áo sơ mi tay ngắn, thân co giản,kẻ sọc dọc, phối từng mảng denim lạ mắt.
Tạo nên phong cách nổi bật, trẻ trung cho bạn trong các buổi dạo phố cùng bạn bè.",Xanh bạc hà,Kenfashion,,,180000,99,1,,,None,/kenfashion/vt_006_036_1.jpg,/kenfashion/vt_006_036_1.jpg,/kenfashion/vt_006_036_2.jpg,0,M,0,Cotton,"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1147,Áo sơ mi body SM-55,admin,base,Ao,simple,"Áo sơ mi tay ngắn, thân co giản,kẻ sọc dọc, phối từng mảng denim lạ mắt.
Tạo nên phong cách nổi bật, trẻ trung cho bạn trong các buổi dạo phố cùng bạn bè.",Xanh bạc hà,Kenfashion,,,180000,99,1,,,None,/kenfashion/vt_006_036_1.jpg,/kenfashion/vt_006_036_1.jpg,/kenfashion/vt_006_036_2.jpg,0,L,0,Cotton,"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1148,Áo sơ mi body SM-55,admin,base,Ao,simple,"Áo sơ mi tay ngắn, thân co giản,kẻ sọc dọc, phối từng mảng denim lạ mắt.
Tạo nên phong cách nổi bật, trẻ trung cho bạn trong các buổi dạo phố cùng bạn bè.",Xanh bạc hà,Kenfashion,,,180000,99,1,,,None,/kenfashion/vt_006_036_1.jpg,/kenfashion/vt_006_036_1.jpg,/kenfashion/vt_006_036_2.jpg,0,XL,0,Cotton,"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1149,Áo sơ mi SM-54,admin,base,Ao,simple,"Áo sơ mi tay dài, thân áo sọc caro, tay với cổ trơn, phong cách đang rất thịnh hành hiện nay.
Phù hợp cho các hoạt động hàng ngày của bạn.",Như Hình,Kenfashion,,,180000,99,1,,,None,/kenfashion/vt_006_037.jpg,/kenfashion/vt_006_037.jpg,/kenfashion/vt_006_037.jpg,0,M,0,Cotton,"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1150,Áo sơ mi SM-54,admin,base,Ao,simple,"Áo sơ mi tay dài, thân áo sọc caro, tay với cổ trơn, phong cách đang rất thịnh hành hiện nay.
Phù hợp cho các hoạt động hàng ngày của bạn.",Như Hình,Kenfashion,,,180000,99,1,,,None,/kenfashion/vt_006_037.jpg,/kenfashion/vt_006_037.jpg,/kenfashion/vt_006_037.jpg,0,L,0,Cotton,"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S38AO0105311012R1151,Áo sơ mi SM-54,admin,base,Ao,simple,"Áo sơ mi tay dài, thân áo sọc caro, tay với cổ trơn, phong cách đang rất thịnh hành hiện nay.
Phù hợp cho các hoạt động hàng ngày của bạn.",Như Hình,Kenfashion,,,180000,99,1,,,None,/kenfashion/vt_006_037.jpg,/kenfashion/vt_006_037.jpg,/kenfashion/vt_006_037.jpg,0,XL,0,Cotton,"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S39AO0128311012R1000,Áo thun QC-443,admin,base,Ao,simple,"Áo thun thái cao cấp, chất liệu mềm mịn, mặc mát, dễ chịu.
Thân áo màu trắng, họa tiết thân trước độc đáo với nhiều hình ảnh độc đáo, đa dạng.
Thích hợp với thời tiết oai bức của sài gòn, phù hợp với những buổi dạo phố, shopping cùng bạn bè.
Tạo cho bạn c",Trắng,W2P,,,165000,99,1,,,None,/w2p/vt_008_011.jpg,/w2p/vt_008_011.jpg,/w2p/vt_008_011.jpg,0,FREE,0,Cotton,"3,37, 43",4,1,,,,,muafast,,,,,,inner,,,
S39AO0128311012R1001,Áo thun QC-442,admin,base,Ao,simple,"Áo thun thái cao cấp, chất liệu mềm mịn, mặc mát, dễ chịu.
Thân áo màu trắng, họa tiết thân trước độc đáo với nhiều hình ảnh độc đáo, đa dạng.
Thích hợp với thời tiết oai bức của sài gòn, phù hợp với những buổi dạo phố, shopping cùng bạn bè.
Tạo cho bạn c",Trắng,W2P,,,165000,99,1,,,None,/w2p/vt_008_012.jpg,/w2p/vt_008_012.jpg,/w2p/vt_008_012.jpg,0,FREE,0,Cotton,"3,37, 46",4,1,,,,,muafast,,,,,,inner,,,
S39AO0128311012R1002,Áo thun QC-445,admin,base,Ao,simple,"Áo thun thái cao cấp, chất liệu mềm mịn, mặc mát, dễ chịu.
Thân áo màu trắng, họa tiết thân trước độc đáo với nhiều hình ảnh độc đáo, đa dạng.
Thích hợp với thời tiết oai bức của sài gòn, phù hợp với những buổi dạo phố, shopping cùng bạn bè.
Tạo cho bạn c",Trắng,W2P,,,165000,99,1,,,None,/w2p/vt_008_013.jpg,/w2p/vt_008_013.jpg,/w2p/vt_008_013.jpg,0,FREE,0,Cotton,"3,37, 46",4,1,,,,,muafast,,,,,,inner,,,
S39AO0128311012R1003,Áo thun QC-446,admin,base,Ao,simple,"Áo thun thái cao cấp, chất liệu mềm mịn, mặc mát, dễ chịu.
Thân áo màu trắng, họa tiết thân trước độc đáo với nhiều hình ảnh độc đáo, đa dạng.
Thích hợp với thời tiết oai bức của sài gòn, phù hợp với những buổi dạo phố, shopping cùng bạn bè.
Tạo cho bạn c",Trắng,W2P,,,165000,99,1,,,None,/w2p/vt_008_014.jpg,/w2p/vt_008_014.jpg,/w2p/vt_008_014.jpg,0,FREE,0,Cotton,"3,37, 46",4,1,,,,,muafast,,,,,,inner,,,
S39AO0128311012R1004,Áo thun QC-447,admin,base,Ao,simple,"Áo thun thái cao cấp, chất liệu mềm mịn, mặc mát, dễ chịu.
Thân áo màu trắng, họa tiết thân trước độc đáo với nhiều hình ảnh độc đáo, đa dạng.
Thích hợp với thời tiết oai bức của sài gòn, phù hợp với những buổi dạo phố, shopping cùng bạn bè.
Tạo cho bạn c",Trắng,W2P,,,165000,99,1,,,None,/w2p/vt_008_015.jpg,/w2p/vt_008_015.jpg,/w2p/vt_008_015.jpg,0,FREE,0,Cotton,"3,37, 46",4,1,,,,,muafast,,,,,,inner,,,
S39AO0128311012R1005,Áo thun QC-448,admin,base,Ao,simple,"Áo thun thái cao cấp, chất liệu mềm mịn, mặc mát, dễ chịu.
Thân áo màu trắng, họa tiết thân trước độc đáo với nhiều hình ảnh độc đáo, đa dạng.
Thích hợp với thời tiết oai bức của sài gòn, phù hợp với những buổi dạo phố, shopping cùng bạn bè.
Tạo cho bạn c",Trắng,W2P,,,165000,99,1,,,None,/w2p/vt_008_016.jpg,/w2p/vt_008_016.jpg,/w2p/vt_008_016.jpg,0,FREE,0,Cotton,"3,37, 46",4,1,,,,,muafast,,,,,,inner,,,
