sku,name,_store,_product_websites,_attribute_set,_type,description,color,manufacturer,material_handbag,material_shoes,price,qty,status,shirt_size,shoes_size,short_description,image,small_image,thumbnail,tax_class_id,clothing_size,weight,material,category_ids,visibility,is_in_stock,dimension,skirt_type,gender,shoe_type,root_category,country_of_manufacture,dress_type,gallery,instruction,in_depth,media_gallery,model,size_handbag,small_image_label
S52GIAY1358311012R1046,356,admin,base,Giay,simple,"Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !",Hồng da,dollyvn,,,695000,99,1,,38,none,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,0,,0,,"3,36,80",4,1,,,,Giày cao gót,muafast,,,,,,inner,,,
S52GIAY1358311012R1047,356,admin,base,Giay,simple,"Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !",Hồng da,dollyvn,,,695000,99,1,,39,none,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,0,,0,,"3,36,80",4,1,,,,Giày cao gót,muafast,,,,,,inner,,,
S52GIAY1358311012R1048,356,admin,base,Giay,simple,"Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !",Hồng da,dollyvn,,,695000,99,1,,40,none,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,0,,0,,"3,36,80",4,1,,,,Giày cao gót,muafast,,,,,,inner,,,
S52GIAY1358311012R1049,356,admin,base,Giay,simple,"Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !",Mint,dollyvn,,,695000,99,1,,34,none,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,0,,0,,"3,36,80",4,1,,,,Giày cao gót,muafast,,,,,,inner,,,
S52GIAY1358311012R1050,356,admin,base,Giay,simple,"Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !",Mint,dollyvn,,,695000,99,1,,35,none,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,0,,0,,"3,36,80",4,1,,,,Giày cao gót,muafast,,,,,,inner,,,
S52GIAY1358311012R1051,356,admin,base,Giay,simple,"Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !",Mint,dollyvn,,,695000,99,1,,36,none,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,0,,0,,"3,36,80",4,1,,,,Giày cao gót,muafast,,,,,,inner,,,
S52GIAY1358311012R1052,356,admin,base,Giay,simple,"Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !",Mint,dollyvn,,,695000,99,1,,37,none,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,0,,0,,"3,36,80",4,1,,,,Giày cao gót,muafast,,,,,,inner,,,
S52GIAY1358311012R1053,356,admin,base,Giay,simple,"Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !",Mint,dollyvn,,,695000,99,1,,38,none,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,0,,0,,"3,36,80",4,1,,,,Giày cao gót,muafast,,,,,,inner,,,
S52GIAY1358311012R1054,356,admin,base,Giay,simple,"Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !",Mint,dollyvn,,,695000,99,1,,39,none,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,0,,0,,"3,36,80",4,1,,,,Giày cao gót,muafast,,,,,,inner,,,
S52GIAY1358311012R1055,356,admin,base,Giay,simple,"Tên : Giày Cao Gót Bít Mũi
Chiều cao : 7 cm
Chất liệu : Da Bóng, Da Mờ 
Là mẫu người thanh lịch, bạn nhất định phải có đôi giày 356 trong bộ sưu tập thời trang của mình. Thiết kế trang trọng trên những tông màu nhả nhặn là xu hướng của năm 2012 kết hợp cùng gam màu rực rỡ, chiếc ví cầm tay dạng lá thư, bạn trông thật nổi bật với phong cách colour block. Với một chiếc áo vest mỏng, nhẹ nhàng, sẽ chẳng có ai sở hữu một phong cách tuyệt như bạn !",Mint,dollyvn,,,695000,99,1,,40,none,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,/h/giay/3f951f_7a49005d352de833fdd413a3aec1f99f.jpg,0,,0,,"3,36,80",4,1,,,,Giày cao gót,muafast,,,,,,inner,,,
S52GIAY1358311012R1056,359,admin,base,Giay,simple,"Tên : Búp Bê Nơ Xếp
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.",Vàng,dollyvn,,,355000,99,1,,34,none,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1057,359,admin,base,Giay,simple,"Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.",Vàng,dollyvn,,,355000,99,1,,35,none,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1058,359,admin,base,Giay,simple,"Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.",Vàng,dollyvn,,,355000,99,1,,36,none,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1059,359,admin,base,Giay,simple,"Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.",Vàng,dollyvn,,,355000,99,1,,37,none,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1060,359,admin,base,Giay,simple,"Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.",Vàng,dollyvn,,,355000,99,1,,38,none,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1061,359,admin,base,Giay,simple,"Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.",Vàng,dollyvn,,,355000,99,1,,39,none,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1062,359,admin,base,Giay,simple,"Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.",Vàng,dollyvn,,,355000,99,1,,40,none,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1063,359,admin,base,Giay,simple,"Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.",Đen,dollyvn,,,355000,99,1,,34,none,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1064,359,admin,base,Giay,simple,"Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.",Đen,dollyvn,,,355000,99,1,,35,none,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1065,359,admin,base,Giay,simple,"Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.",Đen,dollyvn,,,355000,99,1,,36,none,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1066,359,admin,base,Giay,simple,"Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.",Đen,dollyvn,,,355000,99,1,,37,none,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1067,359,admin,base,Giay,simple,"Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.",Đen,dollyvn,,,355000,99,1,,38,none,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1068,359,admin,base,Giay,simple,"Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.",Đen,dollyvn,,,355000,99,1,,39,none,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1069,359,admin,base,Giay,simple,"Tên : Búp Bê Nơ Xếp, Chiều cao : 0 cm, Chất liệu : Da tổng hợp
Duyên dáng và nữ tính. Giày búp bê 359 với chiếc nơ xếp xinh xắn đính ở mũi tạo điểm nhấn tươi trẻ trên tông màu vàng nổi bật sẽ giúp bạn gái có được cảm giác thoải mái khi di chuyển, đồng thời mang đến cho bạn vẻ ngoài trẻ trung, năng động và lôi cuốn.",Đen,dollyvn,,,355000,99,1,,40,none,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,/h/giay/3f951f_c03b83de185671b838e3740f9f0f826e.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1070,358,admin,base,Giay,simple,"Tên : Búp Bê Vá Mũi Da Beo
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Thanh lịch và xinh xắn, giày búp bê 358 sẽ là sự lựa chọn lý tưởng cho những bạn gái yêu thích sự đơn giản. Với điểm nhấn duy nhất là tông màu da beo, bạn gái sẽ có vẻ ngoài tươi trẻ và sành điệu cùng đôi giày này. Hãy kết hợp với những bộ cánh nhẹ nhàng kèm theo phụ kiện cá tính để bạn thật nổi bật khi đi dạo phố .",Da beo,dollyvn,,,355000,99,1,,34,none,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1071,358,admin,base,Giay,simple,"Tên : Búp Bê Vá Mũi Da Beo
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Thanh lịch và xinh xắn, giày búp bê 358 sẽ là sự lựa chọn lý tưởng cho những bạn gái yêu thích sự đơn giản. Với điểm nhấn duy nhất là tông màu da beo, bạn gái sẽ có vẻ ngoài tươi trẻ và sành điệu cùng đôi giày này. Hãy kết hợp với những bộ cánh nhẹ nhàng kèm theo phụ kiện cá tính để bạn thật nổi bật khi đi dạo phố .",Da beo,dollyvn,,,355000,99,1,,35,none,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1072,358,admin,base,Giay,simple,"Tên : Búp Bê Vá Mũi Da Beo
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Thanh lịch và xinh xắn, giày búp bê 358 sẽ là sự lựa chọn lý tưởng cho những bạn gái yêu thích sự đơn giản. Với điểm nhấn duy nhất là tông màu da beo, bạn gái sẽ có vẻ ngoài tươi trẻ và sành điệu cùng đôi giày này. Hãy kết hợp với những bộ cánh nhẹ nhàng kèm theo phụ kiện cá tính để bạn thật nổi bật khi đi dạo phố .",Da beo,dollyvn,,,355000,99,1,,36,none,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1073,358,admin,base,Giay,simple,"Tên : Búp Bê Vá Mũi Da Beo
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Thanh lịch và xinh xắn, giày búp bê 358 sẽ là sự lựa chọn lý tưởng cho những bạn gái yêu thích sự đơn giản. Với điểm nhấn duy nhất là tông màu da beo, bạn gái sẽ có vẻ ngoài tươi trẻ và sành điệu cùng đôi giày này. Hãy kết hợp với những bộ cánh nhẹ nhàng kèm theo phụ kiện cá tính để bạn thật nổi bật khi đi dạo phố .",Da beo,dollyvn,,,355000,99,1,,37,none,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1074,358,admin,base,Giay,simple,"Tên : Búp Bê Vá Mũi Da Beo
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Thanh lịch và xinh xắn, giày búp bê 358 sẽ là sự lựa chọn lý tưởng cho những bạn gái yêu thích sự đơn giản. Với điểm nhấn duy nhất là tông màu da beo, bạn gái sẽ có vẻ ngoài tươi trẻ và sành điệu cùng đôi giày này. Hãy kết hợp với những bộ cánh nhẹ nhàng kèm theo phụ kiện cá tính để bạn thật nổi bật khi đi dạo phố .",Da beo,dollyvn,,,355000,99,1,,38,none,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1075,358,admin,base,Giay,simple,"Tên : Búp Bê Vá Mũi Da Beo
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Thanh lịch và xinh xắn, giày búp bê 358 sẽ là sự lựa chọn lý tưởng cho những bạn gái yêu thích sự đơn giản. Với điểm nhấn duy nhất là tông màu da beo, bạn gái sẽ có vẻ ngoài tươi trẻ và sành điệu cùng đôi giày này. Hãy kết hợp với những bộ cánh nhẹ nhàng kèm theo phụ kiện cá tính để bạn thật nổi bật khi đi dạo phố .",Da beo,dollyvn,,,355000,99,1,,39,none,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
S52GIAY1358311012R1076,358,admin,base,Giay,simple,"Tên : Búp Bê Vá Mũi Da Beo
Chiều cao : 0 cm
Chất liệu : Da tổng hợp
Thanh lịch và xinh xắn, giày búp bê 358 sẽ là sự lựa chọn lý tưởng cho những bạn gái yêu thích sự đơn giản. Với điểm nhấn duy nhất là tông màu da beo, bạn gái sẽ có vẻ ngoài tươi trẻ và sành điệu cùng đôi giày này. Hãy kết hợp với những bộ cánh nhẹ nhàng kèm theo phụ kiện cá tính để bạn thật nổi bật khi đi dạo phố .",Da beo,dollyvn,,,355000,99,1,,40,none,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,/h/giay/3f951f_ba08dee7c6bb4049386491dc6934b26d.jpg,0,,0,,"3,36,80",4,1,,,,Giày búp bê,muafast,,,,,,inner,,,
